Source,IMD,,,,,,,,,,,,,,
State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Rajasthan,Kota,2006,0,0,29.2,0,17.5,123.7,178.9,450.5,159.9,5,0,0,964.7
Rajasthan,Kota,2007,1.2,21.5,3,0.9,0.4,115.8,352.7,171.4,77,0,0,2.7,746.6
Rajasthan,Kota,2008,0,0,1.9,14.9,9.6,169,169.4,181.3,103.5,0.2,12.6,0.1,662.5
Rajasthan,Kota,2009,0,0,2.4,0.4,1.8,35.2,316.1,113,35.6,34.9,33.7,4.8,577.9
Rajasthan,Kota,2010,0.5,1.2,0,0.8,0,29.5,167.8,251.2,90,0.2,52,0.3,593.5
Rajasthan,Nagaur,2004,9.3,0,0,0,5,7.3,69.7,187.8,10.5,11.7,0,0,301.3
Rajasthan,Nagaur,2005,0,0,0,0,0,53.5,186,15.3,99.3,0,0,0,354.1
Rajasthan,Nagaur,2006,0,0,1,0,24.3,20.5,139.2,59.7,10.7,9.8,0,0,265.2
Rajasthan,Nagaur,2007,0,33.5,31.8,0,1,7,90.7,69.5,27,0,0,0.5,261
Rajasthan,Nagaur,2008,0,0,0,3,11.3,90,72.7,162.2,44,0,0,0,383.2
Rajasthan,Nagaur,2009,4,0,0,0,0,26.5,74.3,35.3,9,0,0,0,149.1
Rajasthan,Nagaur,2010,0,4.8,0,0,0,47.7,135.3,234.8,89.8,0,17.3,0,529.7
Rajasthan,Pali,2004,0,0,0,0,3.3,51.9,71.6,190.3,14.2,28.7,0,0,360
Rajasthan,Pali,2005,0,0,0,11.2,6.8,40,103.2,73.6,123.6,0,0,0,358.4
Rajasthan,Pali,2006,0,0,10.4,0,0,46.4,107.7,292.4,76.1,0,0,0,533
Rajasthan,Pali,2007,0,3.3,0.6,0,0,45.9,291.1,71.1,32.1,0,0,0,444.1
Rajasthan,Pali,2008,0,0,0,3.7,0,20.3,40.6,170.1,45.9,0,0,0,280.6
Rajasthan,Pali,2009,0,0,0,0,0,28,179.3,60.1,3.2,0,0,0,270.6
Rajasthan,Pali,2010,0,0,0,0,0,6.8,159.8,248.4,121.4,0,41.1,2.3,579.8
Rajasthan,Rajsamand,2004,0,0,0,0,0,41.1,80.2,273.8,48.8,0,0,0,443.9
Rajasthan,Rajsamand,2005,0,0,0.5,0,0,48.4,153.2,188,269.6,0,0,0,659.7
Rajasthan,Rajsamand,2006,0,0,0,0,0,75.4,115.2,415.2,60.8,0,0,0,666.6
Rajasthan,Rajsamand,2007,0,0,1.4,0,2,17.8,343.4,90,54,0,0,0,508.6
Rajasthan,Rajsamand,2008,0,0,0,0,0,34.4,60.9,142.1,77,0,0,0,314.4
Rajasthan,Rajsamand,2009,0,0,0,0,0,60.6,239.3,85.4,3.9,0,1.2,0,390.4
Rajasthan,Rajsamand,2010,0,0,0,0,0,19.7,217.9,311.9,90.7,0,168,0,808.2
Rajasthan,Sawaimadhopur,2004,2.7,0,0,0,36.2,32.3,52.3,423.5,45,16.7,0,0,608.7
Rajasthan,Sawaimadhopur,2005,0.3,0,1.7,0,0,65.7,347.7,68,75.7,0,0,0,559.1
Rajasthan,Sawaimadhopur,2006,0,0,6.3,0,15.3,70.1,149.2,138,47.3,0,0,0,426.2
Rajasthan,Sawaimadhopur,2007,0,8.3,8.3,3.7,0.7,79.3,123,146.5,93.3,0,0,0.3,463.4
Rajasthan,Sawaimadhopur,2008,0,0,0.7,0,6.5,214,251.3,137.2,127,5.5,2,0,744.2
Rajasthan,Sawaimadhopur,2009,0,0,1,1,6.6,23.9,113.6,155,37.3,82.8,20.1,0,441.3
Rajasthan,Sawaimadhopur,2010,7,2.9,0,0,1.3,10.4,164.7,299.8,200.3,0,105.6,0.7,792.7
Rajasthan,Sikar,2004,3.4,0,0,1.8,21.2,16.5,49.3,165.6,4.4,25,0,0,287.2
Rajasthan,Sikar,2005,0.2,11.3,10.6,1,9.3,58.8,204,10,32.8,0,0,0,338
Rajasthan,Sikar,2006,0,0,8.2,0,60,66.3,161.3,34,11.8,2.5,0,0,344.1
Rajasthan,Sikar,2007,0.8,16.8,8.3,3.5,5.3,48,77.3,68.3,84,0,0,2.8,315.1
Rajasthan,Sikar,2008,0,0,0,19.9,66.4,154.2,59.2,150.5,85.6,0,0,0,535.8
Rajasthan,Sikar,2009,0.6,0,0,0,2.6,40.5,63.8,58.6,10.2,0.6,0,0,176.9
Rajasthan,Sikar,2010,0.8,2.2,0,0,0,44.6,210.5,265.5,181.3,0.4,33,5.8,744.1
Rajasthan,Sirohi,2004,0.3,0,0,7.3,15,72,88.9,387.8,28.3,76.2,0,0,675.8
Rajasthan,Sirohi,2005,0,0,0,4,4.3,83.8,270.6,200.4,385.5,0,0,0,948.6
Rajasthan,Sirohi,2006,0,0,21.1,0,0,100.8,260.7,1037.9,125,0,0,0,1545.5
Rajasthan,Sirohi,2007,0,3.7,11.8,0.3,0.5,54.4,574.2,150.8,66.5,0,0,0,862.2
Rajasthan,Sirohi,2008,0,0,0.5,5.5,2,52.6,168.2,164.8,71.5,1.5,0.2,1.3,468.1
Rajasthan,Sirohi,2009,0,0,3,0,0,38.9,312.3,90.6,29.1,0,0,0,473.9
Rajasthan,Sirohi,2010,2.3,0,0,0,0,28.1,328.8,408.8,135.5,1.4,147.2,5.3,1057.4
Rajasthan,Sri Ganganagar,2004,4.6,0.5,0,0.3,14.1,41.6,2.5,57.1,1.4,27.5,0,14.6,164.2
Rajasthan,Sri Ganganagar,2005,8.9,65.9,29.3,2.2,32.4,10,23.4,0.5,32.6,0,5,0,210.2
Rajasthan,Sri Ganganagar,2006,5.9,0,25.6,0.5,14,49.1,17.2,38,13,0,1.5,5,169.8
Rajasthan,Sri Ganganagar,2007,0,51.3,8.1,11.4,1.3,129.1,45.1,39.9,58.4,0,0,0.9,345.5
Rajasthan,Sri Ganganagar,2008,2,0.8,0,2.7,5.5,60.9,38.3,123.8,29.6,0,0,0.4,264
Rajasthan,Sri Ganganagar,2009,3.7,2.4,9.7,4.7,0.5,3.5,82.2,25.9,35.4,0,0,0,168
Rajasthan,Sri Ganganagar,2010,2.6,6.2,0.1,0,1.7,25.8,74.8,153.3,78.3,0,0,0.2,343
Rajasthan,Tonk,2004,1.4,0,0,0,19,18,48.4,383,17.4,21.5,0,0,508.7
Rajasthan,Tonk,2005,0.5,0.8,7.5,16.7,7.3,36.9,172.9,32.9,115.2,0,0,0,390.7
Rajasthan,Tonk,2006,0,0,1.3,0,0.7,16.9,99.7,108,52,0,0,0,278.6
Rajasthan,Tonk,2007,0,0,0,0,0,35.3,185.1,103.6,58.5,0,0,0,382.5
Rajasthan,Tonk,2008,0,0,0,0,0.3,90.4,180.4,160.8,115.3,0,0,0,547.2
Rajasthan,Tonk,2009,0,0,0,0,0,14.7,161.8,84.9,26.4,0,8,0,295.8
Rajasthan,Tonk,2010,1.8,0.8,0,0,0,4.1,197.3,343.7,129.8,0,90.2,2.8,770.5
Rajasthan,Udaipur,2004,0,0,0,0,4.1,48.4,146,318,66.3,25.6,0,0.1,608.5
Rajasthan,Udaipur,2005,0,0,0,18.9,6.7,80.2,226.8,176.6,196.2,0,0,0,705.4
Rajasthan,Udaipur,2006,0,0,3.2,0,7.1,109.4,237.9,645.1,89.3,0,0,0,1092
Rajasthan,Udaipur,2007,0,1.9,0,0.4,3,32.3,236.3,222,17.9,0,0,0,513.8
Rajasthan,Udaipur,2008,0,0,0,0.5,5.9,60.6,211.4,178.1,128.9,8.7,0,0.4,594.5
Rajasthan,Udaipur,2009,0,0,1.3,0,6.2,73.5,305,167.1,24,1,4.7,0,582.8
Rajasthan,Udaipur,2010,0.3,0,0,0,0,49.6,280.8,343.8,104.1,0,94.2,0.9,873.7
Sikkim,Sikkim,2004,18.7,55.6,105.7,454.7,440.8,410,443.6,379.3,326.7,116.7,16.7,10.5,2779
Sikkim,Sikkim,2005,24.4,76.7,134.3,238.6,407.9,548.2,630,442.6,354.5,120.1,11.8,1.5,2990.6
Sikkim,Sikkim,2006,0.8,24.9,90.1,189.1,418.8,461.9,468.2,466.1,401.7,98.8,35.1,11.2,2666.7
Sikkim,Sikkim,2007,2.1,176.5,67.4,211,281.4,455.4,656.3,377.2,476,98.9,23.4,5,2830.6
Sikkim,Sikkim,2008,26.5,20.2,136.2,291.1,177.4,611.5,529,541.5,348.9,79.1,21,17.1,2799.5
Sikkim,Sikkim,2009,5.7,4.2,87.3,251.7,335.4,355.4,408.6,454.1,180.1,201.6,1.7,5.4,2291.2
Sikkim,Sikkim,2010,5.7,18,186.7,359.4,272.7,504.6,601,493.8,375.8,95.6,23.6,0.1,2937
Tamil Nadu,Chennai,2004,37.7,0,2.6,10.6,232.7,54.6,51,49.7,261.7,329.6,257.7,10.8,1298.7
Tamil Nadu,Chennai,2005,1.2,5.9,0.8,122.7,41.7,22.5,121,60.3,121,938.7,603.7,442.1,2481.6
Tamil Nadu,Chennai,2006,2.6,0,17.9,10.6,16.1,59.1,100.9,139.2,134.1,646.6,257.9,20.6,1405.6
Tamil Nadu,Chennai,2007,0,14.4,0,5.3,1.8,100.1,218.7,196.1,161.7,253.7,99.5,242.8,1294.1
Tamil Nadu,Chennai,2008,63.1,11.2,114.2,11.7,0.1,65.1,23,100.5,97.1,378,521.1,6.8,1391.9
Tamil Nadu,Chennai,2009,13.1,0,0.7,0,14,11.3,41.8,93.9,73.6,46.5,493.8,259.5,1048.2
Tamil Nadu,Chennai,2010,4.7,0.1,0,0,191.1,120.2,146,195.1,107.5,165.6,224.2,263.7,1418.2
Tamil Nadu,Coimbatore,2004,16.4,0.3,3.7,57.9,140.4,29,42.8,34.8,128.5,153.5,106.3,0.4,714
Tamil Nadu,Coimbatore,2005,5.9,20.7,43.8,119.8,131.1,25.7,76.6,39,36.3,242.1,202.1,61.5,1004.6
Tamil Nadu,Coimbatore,2006,17.7,0,55.8,40.2,66.1,31.6,22.3,27.1,60.5,133.6,308.8,1.9,765.6
Tamil Nadu,Coimbatore,2007,5.2,5.9,0,56.9,71.5,36.8,39.1,77.2,51.3,198,51,129.4,722.3
Tamil Nadu,Coimbatore,2008,3.6,21.4,112.1,28.4,50.3,145.1,212.8,207.6,129.5,251.8,54.5,17.3,1234.4
Tamil Nadu,Coimbatore,2009,1.3,0,46.2,28.7,82.4,96.6,360.5,115.6,192.7,81.6,203.6,20.9,1230.1
Tamil Nadu,Coimbatore,2010,4,0.8,6.9,33.1,61.6,34.1,40,55.3,58.6,168.7,234.2,34.1,731.4
Tamil Nadu,Cuddalore,2004,21.6,0,7.5,0.4,250.1,59.1,27.6,75.1,253.8,503.1,389.1,16.3,1603.7
Tamil Nadu,Cuddalore,2005,1.5,7.9,1.6,129.3,75.2,2.2,41,79.6,217.5,260.4,824.3,261.4,1901.9
Tamil Nadu,Cuddalore,2006,29.7,0,9.7,6.6,50.4,54.6,38,51.9,102,471.5,407.1,128.7,1350.2
Tamil Nadu,Cuddalore,2007,0,11.5,0,17.8,24.9,17.8,104.1,143.3,65.3,422,87.9,327.8,1222.4
Tamil Nadu,Cuddalore,2008,73.3,28,272.5,3.9,41.8,50.4,59,92.7,78.7,269.4,728,151.1,1848.8
Tamil Nadu,Cuddalore,2009,20.2,0,69.1,36.6,21.3,29.7,38.9,119.8,89.7,74.6,607.3,278.6,1385.8
Tamil Nadu,Cuddalore,2010,41.3,0,0,0,71.6,68.5,36.3,149.9,108.2,145.4,553.3,345,1519.5
Tamil Nadu,Dharmapuri,2004,0,2,3.7,81.9,315.9,35.4,131,18,204.9,189.8,71.1,0,1053.7
Tamil Nadu,Dharmapuri,2005,0,0.5,20.3,118.6,83.1,43.6,55.9,119,171.9,340.7,258.8,120.6,1333
Tamil Nadu,Dharmapuri,2006,3,0,52,27.6,119.4,76.3,12.9,73.3,134.2,171.7,88.5,2,760.9
Tamil Nadu,Dharmapuri,2007,0,0.8,3.6,118.8,51.9,41.3,101.9,149,131.1,125.1,66.5,140,930
Tamil Nadu,Dharmapuri,2008,2.9,6.2,79.1,25.7,96.4,22.4,70.3,178,77.3,191.1,145.2,6.8,901.4
Tamil Nadu,Dharmapuri,2009,3.8,0,22,17.5,148.6,76.5,11.6,107.5,184.2,44.9,145.4,54,816
Tamil Nadu,Dharmapuri,2010,1.2,0,2.3,38.9,146.2,82.4,124.6,146.1,71.8,108.8,299.2,27.7,1049.2
Tamil Nadu,Dindigul,2004,0,0,2.6,68.5,168.3,36.9,61.5,9,266.6,250,174.3,6.2,1043.9
Tamil Nadu,Dindigul,2005,18.1,16.2,50.7,154.2,81.2,41.2,67.1,54.5,84.7,211.6,405.2,124.4,1309.1
Tamil Nadu,Dindigul,2006,18.4,0,53.6,54.3,83.4,30.5,2,83.5,109.1,243.9,175.2,5.9,859.8
Tamil Nadu,Dindigul,2007,6.6,2.9,0,37.2,54.3,62.9,32.3,82.8,51,205.6,59.1,325.9,920.6
Tamil Nadu,Dindigul,2008,9.3,29.2,202.9,23.7,71.2,44.4,60.4,152.8,56.3,270.2,131.7,59.4,1111.5
Tamil Nadu,Dindigul,2009,6.9,0,17.8,26.4,70.7,21.7,13.7,82.1,92.4,89.1,307.1,72.4,800.3
Tamil Nadu,Dindigul,2010,4.2,0,4.1,34.5,98.7,71.7,63,54,97.3,293.5,374.5,100.4,1195.9
Tamil Nadu,Erode,2004,0.4,1.4,4.4,46.6,275.7,15.5,61.6,18,110.4,211,83.7,0.2,828.9
Tamil Nadu,Erode,2005,4,27.6,25.7,112,137.2,28.1,59.4,63.3,93.6,286,271.1,83.1,1191.1
Tamil Nadu,Erode,2006,7.9,0,26.5,44.4,58.6,35.5,0.8,55.4,82.8,181.8,200.8,3.6,698.1
Tamil Nadu,Erode,2007,0.3,0.3,0.4,49,17,25.2,20.3,65.8,89.2,146.3,79,221.4,714.2
Tamil Nadu,Erode,2008,1,26,106.2,32.2,77.5,12.3,52.4,119.9,45.3,195.1,101,23.2,792.1
Tamil Nadu,Erode,2009,0,0,66.5,19.3,119,6,23.8,81,98.5,94.9,210.8,18.8,738.6
Tamil Nadu,Erode,2010,0.7,0,6.1,17.3,150.7,22.3,87.8,102.5,92.7,113.3,343.1,39,975.5
Tamil Nadu,Kanchipuram,2004,14.2,0,7.7,16.4,222.1,41.8,29.2,32.8,313.2,253.2,195,3.6,1129.2
Tamil Nadu,Kanchipuram,2005,0,0.5,9,130,30.2,32.9,98.9,81.5,80.2,516.4,576.7,377.9,1934.2
Tamil Nadu,Kanchipuram,2006,16.1,0,26.5,3.7,14.7,87.2,64.7,32.6,129.6,414.5,232.3,57.7,1079.6
Tamil Nadu,Kanchipuram,2007,0,1.6,0,19.4,14.4,69.5,116.8,190.2,154.2,263.6,97.7,296.6,1224
Tamil Nadu,Kanchipuram,2008,28.8,18.8,150.9,13.5,18.6,52.2,42,99.7,117.8,312.4,505.7,36.3,1396.7
Tamil Nadu,Kanchipuram,2009,16,0,6.6,0,43.8,22.3,48.7,119.7,132,57.9,505.2,174,1126.2
Tamil Nadu,Kanchipuram,2010,1,0,0,4.4,91.3,107.9,93.3,209.3,116.1,192,291.9,260.9,1368.1
Tamil Nadu,Kanyakumari,2004,1.2,0.3,6.9,80,238.2,162.4,50.5,41,180.8,180.7,97.5,3.8,1043.3
Tamil Nadu,Kanyakumari,2005,0.5,18.2,28.7,273.6,78.6,101.9,162.5,28,96.9,182.6,288.4,78.9,1338.8
Tamil Nadu,Kanyakumari,2006,38.6,0,112.9,20.6,138.6,144.1,100.3,57.3,241.6,278,210.6,7.3,1349.9
Tamil Nadu,Kanyakumari,2007,1.6,2.2,11.3,196.4,119.9,174.7,131.4,59.6,189.1,231,102.6,14.1,1233.9
Tamil Nadu,Kanyakumari,2008,0,50.5,272.5,110.1,25.9,25.1,172.8,156.4,124.1,412.1,157.1,34.7,1541.3
Tamil Nadu,Kanyakumari,2009,0.6,0,85.8,103.1,109.8,124.4,85.4,61,81.2,113,304.7,35.1,1104.1
Tamil Nadu,Kanyakumari,2010,50.7,0,13.8,82.6,185.7,119.2,128.9,65.3,70.9,312,405.1,256,1690.2
Tamil Nadu,Karur,2004,0,0,0,34.8,194.8,0,92,4.9,213.4,199.1,79.6,0.6,819.2
Tamil Nadu,Karur,2005,0,0.7,36,112.4,75.3,14.3,27.3,84.8,37.9,262.7,339.3,112.2,1102.9
Tamil Nadu,Karur,2006,5.8,0,11.2,52.4,37.8,21.5,0,62.6,88.5,150.9,122.9,2.4,556
Tamil Nadu,Karur,2007,0.9,0,0,37.2,40.3,36.3,44.1,76.9,24,171.3,84.4,215,730.4
Tamil Nadu,Karur,2008,6.6,1.2,128,7.9,77.3,20.1,36,98.3,49.5,191.9,191,37.5,845.3
Tamil Nadu,Karur,2009,2.1,0,3.8,20.7,50.9,0.6,0.3,67.2,98.5,42.8,257.6,43,587.5
Tamil Nadu,Karur,2010,1.7,0,0,5.4,120,36.9,76.4,31.3,86.3,99.7,319.7,60.2,837.6
Tamil Nadu,Krishnagiri,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Tamil Nadu,Krishnagiri,2005,N.A.,N.A.,N.A.,N.A.,N.A.,54.3,78,96.7,178.3,418,170.7,59.2,N.A.
Tamil Nadu,Krishnagiri,2006,0,0,46.4,21,63,108.8,7,77.3,38.4,126.1,79.9,6.6,574.5
Tamil Nadu,Krishnagiri,2007,0,1.9,0.6,93.6,96.9,48.5,117.8,113.5,114.6,192.5,46.6,106.9,933.4
Tamil Nadu,Krishnagiri,2008,2.7,3.5,112.1,24.2,101.9,37.3,115.7,182.1,110.5,214.6,102,3.9,1010.5
Tamil Nadu,Krishnagiri,2009,0.4,0,11.3,48.3,157.4,40.3,12.7,120.6,283.8,35.1,155.4,41.4,906.7
Tamil Nadu,Krishnagiri,2010,1.8,0,1.9,58.9,168.6,61.2,129.8,97.5,79.4,119.9,274.7,10.6,1004.3
Tamil Nadu,Madurai,2004,6.9,0,20.2,38.4,156.7,36.8,60.1,19.8,227.4,228.6,116.5,4.6,916
Tamil Nadu,Madurai,2005,2.3,3.4,46.1,138.6,128.9,8.4,70.6,95.4,76,280.7,319.2,89.5,1259.1
Tamil Nadu,Madurai,2006,8,0,120.7,66,43.3,9,0.1,51.1,84,265.1,160,7.4,814.7
Tamil Nadu,Madurai,2007,8.2,1.9,0,38.2,43,51.7,8.8,117.8,24.5,242,84.4,206.7,827.2
Tamil Nadu,Madurai,2008,0.6,20.1,180.3,27.2,71,35.8,57.4,182.7,34.9,264.9,120.4,15.7,1011
Tamil Nadu,Madurai,2009,8.1,0,55.5,42.8,74.7,28.5,28.7,93.4,108.5,26.8,248.8,26.5,742.3
Tamil Nadu,Madurai,2010,2.7,0,0,47.3,102.1,55.1,48,44.7,153.8,220.3,395.2,140.5,1209.7
Tamil Nadu,Nagapatinam,2004,9.5,4.7,10.3,0,337.4,1.7,38.1,71.2,236.3,639.5,378.5,67.3,1794.5
Tamil Nadu,Nagapatinam,2005,2.8,0,8,190,28.3,6.1,34.7,88.4,161.9,216.1,821,128.8,1686.1
Tamil Nadu,Nagapatinam,2006,36.7,0,35.7,52.9,40,17.3,4.8,67.7,90.3,456.3,361.7,80.7,1244.1
Tamil Nadu,Nagapatinam,2007,0,36.9,0,14.7,5.9,35.9,53.9,199.4,72.3,483,159.1,423.4,1484.5
Tamil Nadu,Nagapatinam,2008,64.1,12.4,328.6,8.2,33.7,33.7,19.3,66,56.8,259.3,786.5,188.4,1857
Tamil Nadu,Nagapatinam,2009,58.3,0,176.5,81.8,29.8,7.3,2.6,106.4,42.8,133,671.1,536,1845.6
Tamil Nadu,Nagapatinam,2010,57,0,0.1,10.6,100,70.8,31,171.2,113.2,151.7,499.8,390.1,1595.5
Tamil Nadu,Namakkal,2004,2.3,0,0,55.5,223.2,5.9,48.1,21.8,104.9,198.3,48.2,0,708.2
Tamil Nadu,Namakkal,2005,0,2.8,14.1,119.8,94.8,15.6,47.2,137.2,76.6,295.7,251,128.5,1183.3
Tamil Nadu,Namakkal,2006,15,0,27.2,42.7,81.6,41.9,0.8,83.7,199.1,239.3,115.8,3.2,850.3
Tamil Nadu,Namakkal,2007,0,0,0,65,61.6,27.6,39.8,141.3,62.8,172.8,45.9,137.6,754.4
Tamil Nadu,Namakkal,2008,6,0.4,85.4,49.4,103.8,17.6,70,231.6,61.6,126.9,192.4,12.2,957.3
Tamil Nadu,Namakkal,2009,0,0,25.1,12.2,118.6,22.3,9.1,105.8,113,34.5,136.9,36.1,613.6
Tamil Nadu,Namakkal,2010,0,0,0,18,116.6,58.6,68.9,100.3,75.8,118.7,258.8,51.5,867.2
Tamil Nadu,Nilgiri,2004,32.9,16.3,3.6,65.9,358.2,341.9,109.5,221.1,271.2,326.6,236.5,1.6,1985.3
Tamil Nadu,Nilgiri,2005,18.7,4.5,29.9,197.2,80.6,146.5,451.1,229.5,205.4,239.6,264.4,53.2,1920.6
Tamil Nadu,Nilgiri,2006,23.8,0,75.6,66.4,182.7,195.6,155.1,139.1,164.1,351.4,271.1,33.6,1658.5
Tamil Nadu,Nilgiri,2007,7.8,28.1,6.4,68.4,104,335.7,280.4,316.9,210.2,277.7,78.2,180.8,1894.6
Tamil Nadu,Nilgiri,2008,5,188.6,286.9,52.2,99.7,294.7,353.8,292.2,127.2,440.4,55.3,37.1,2233.1
Tamil Nadu,Nilgiri,2009,1.7,0,98.2,45.8,142.5,184,635.6,233.9,211.7,161.5,658.1,73.4,2446.4
Tamil Nadu,Nilgiri,2010,17.6,2.5,19,60.3,111,281.3,373.1,336,231.3,237.1,307.7,65.1,2042
Tamil Nadu,Perambulur,2004,1.7,0,0,0,376.8,21.3,53.8,9.7,221.3,300.7,117.8,6.4,1109.5
Tamil Nadu,Perambulur,2005,0,0,20.2,52,114.8,24.3,91.3,103.5,82.6,172.1,481.7,199.8,1342.3
Tamil Nadu,Perambulur,2006,9.3,0,33,27,118.8,34,3.3,71,148.2,157.4,129.1,24.4,755.5
Tamil Nadu,Perambulur,2007,0,0,0,56,74.9,59.3,34.8,179.5,38.8,226.5,33.1,205.5,908.4
Tamil Nadu,Perambulur,2008,23.3,22.5,96.8,4.5,59.3,38,33,75.5,38.1,123.3,459.2,69.2,1042.7
Tamil Nadu,Perambulur,2009,9.8,0,9.5,7.8,74,25.3,12,89.3,83.8,29.4,286.8,119.1,746.8
Tamil Nadu,Perambulur,2010,32.5,0,0,0,82,107,18.3,115,86.3,153.8,249.3,95.7,939.9
Tamil Nadu,Pudukottai,2004,0,0,7.7,0,283.2,55.9,75.9,23,256.2,235,189.4,18.2,1144.5
Tamil Nadu,Pudukottai,2005,0.4,39.7,5.4,60.6,46.6,19.9,70,64.2,193.3,177.9,474.7,156.7,1309.4
Tamil Nadu,Pudukottai,2006,4.2,0,45.3,42.5,37.4,63.8,10,94.1,57.4,203.9,211.1,26.1,795.8
Tamil Nadu,Pudukottai,2007,0.2,1.9,0,15.2,28.5,31.9,45,199.1,32.8,174.9,40.4,240.6,810.5
Tamil Nadu,Pudukottai,2008,7.7,55.2,161.6,12.2,6.1,44.5,64.4,146,37.3,165.9,329.8,59.9,1090.6
Tamil Nadu,Pudukottai,2009,3.7,0,3.5,38.9,38.5,30.6,22,33.2,119.7,33,295.6,150.1,768.8
Tamil Nadu,Pudukottai,2010,1.5,0,0,11.1,117.8,49.7,50.6,105.4,161.6,107.6,246,140.9,992.2
Tamil Nadu,Ramanathapuram,2004,0.3,12.1,3.2,20.5,140.3,6.3,37.4,5.6,180.2,363.7,250.4,96.7,1116.7
Tamil Nadu,Ramanathapuram,2005,11.8,25.8,14.1,261.3,60.6,2.3,48.4,12.9,51.7,267,254,244.2,1254.1
Tamil Nadu,Ramanathapuram,2006,23.8,0.1,86.5,22.4,10.8,5.5,1.4,23.9,46.8,368.8,251.8,14.2,856
Tamil Nadu,Ramanathapuram,2007,52,21.8,0.3,33.2,19.9,25.1,32.9,54.2,38.3,230.2,72.2,207.7,787.8
Tamil Nadu,Ramanathapuram,2008,9.2,56.6,376.6,55.7,0,19.9,31.2,75.4,19.1,344.2,311.7,193.1,1492.7
Tamil Nadu,Ramanathapuram,2009,18.8,0,24.1,102.1,11.2,1.1,0.1,53.4,55.9,76.1,397.4,184.6,924.8
Tamil Nadu,Ramanathapuram,2010,10.3,0,0.4,26.1,61,17.9,44.3,88.6,123.3,192.5,390.1,154.1,1108.6
Tamil Nadu,Salem,2004,0,0,0,46,344.4,35.3,107.4,38.3,141.6,185.9,82.4,0,981.3
Tamil Nadu,Salem,2005,0,2.2,16.5,125.1,57.2,36.5,82.1,154.6,134.9,282,260.6,64.5,1216.2
Tamil Nadu,Salem,2006,4.3,0,37,30.3,86.2,46.5,30,102.1,192.7,191.5,142.3,13.6,876.5
Tamil Nadu,Salem,2007,0.1,0.5,0,59.8,28.8,30.3,111.2,205.3,138.3,171.9,46.6,157.1,949.9
Tamil Nadu,Salem,2008,4.6,10.4,99.4,35.5,132.2,53.1,95.8,262.6,72.5,163.2,197,13.2,1139.5
Tamil Nadu,Salem,2009,2.3,0,16.9,42.4,130.4,64.7,63.2,165.5,167.9,56.1,142.8,44.7,896.9
Tamil Nadu,Salem,2010,0.6,0,2.8,21.9,129.2,124.5,111.9,202.8,106.6,165,328.7,70.5,1264.5
Tamil Nadu,Sivaganga,2004,0,0,6.3,30.6,156.8,22.1,50.4,51.8,292.9,281.6,182.5,29,1104
Tamil Nadu,Sivaganga,2005,0,24.1,28.5,144.7,89.6,30.3,78.3,79.3,75.8,310.7,258.8,169.1,1289.2
Tamil Nadu,Sivaganga,2006,20.5,0,70.2,61.2,52.7,57.7,19.2,68.2,95,257.3,239.6,24.3,965.9
Tamil Nadu,Sivaganga,2007,1.4,4.1,1.3,83.2,90,93.3,19.7,115.2,45.3,117.7,101,214.4,886.6
Tamil Nadu,Sivaganga,2008,0.9,51,255.9,43.8,21.1,65.4,66.3,147.8,52.3,246.5,166.8,59,1176.8
Tamil Nadu,Sivaganga,2009,1.4,0,0.6,74.4,48.1,19.1,13.5,149.5,151.4,34.3,315.4,90.4,898.1
Tamil Nadu,Sivaganga,2010,4.1,0,0,21.3,93.5,76.8,91.9,82,245.3,203.8,236.3,98.5,1153.5
Tamil Nadu,Thanjavur,2004,3.9,0.1,2.1,8.7,301.1,16.1,46.4,57.2,234.7,394.7,223.7,20.9,1309.6
Tamil Nadu,Thanjavur,2005,0.6,2,9.7,93.4,102.2,7.5,52.6,92.1,150.9,242.3,508.5,202.4,1464.2
Tamil Nadu,Thanjavur,2006,11,0,39,28.8,65,30.2,1.8,70.5,150.3,222.1,185.2,37.8,841.7
Tamil Nadu,Thanjavur,2007,0.5,9,0,57.7,46,29.1,41.4,152.6,68.7,278.6,62.5,326.3,1072.4
Tamil Nadu,Thanjavur,2008,6.1,17.3,140,3.6,11.1,23.4,58,129.8,39.1,191.9,723.8,107.4,1451.5
Tamil Nadu,Thanjavur,2009,19.4,0,18.6,55.4,23.2,20.1,9.3,125.9,114.4,40.1,449.8,320.6,1196.8
Tamil Nadu,Thanjavur,2010,29.8,0,0,10.4,96.6,44.6,39.9,144.2,162.3,209.3,398.7,229.1,1364.9
Tamil Nadu,Theni,2004,0,0,28.2,30.2,34,26.2,17.5,20.3,105,171.6,142.7,0,575.7
Tamil Nadu,Theni,2005,0,40.5,73.1,146.7,76.8,34.9,50.4,27.9,34.6,275.5,204,158.1,1122.5
Tamil Nadu,Theni,2006,12.5,0,58.7,55.7,79.9,26.8,3,25.4,62.1,221.8,194.6,0,740.5
Tamil Nadu,Theni,2007,0,0,0,49.3,10.8,81.4,50.8,53.4,51.7,263.2,108.6,204.9,874.1
Tamil Nadu,Theni,2008,0,36.3,256.2,38.5,29.8,60.5,70.9,140.3,73.3,257.1,59.8,20.3,1043
